CÓDIGO,NOME
T05,AMPUTAÇÕES TRAUMÁTICAS ENVOLVENDO MÚLTIPLAS REGIÕES DO CORPO
T06,OUTROS TRAUMATISMOS ENVOLVENDO REGIÕES MÚLTIPLAS DO CORPO, NÃO CLASSIFICADOS EM OUTRA PARTE
T07,TRAUMATISMOS MÚLTIPLOS NÃO ESPECIFICADOS
T08,FRATURA DA COLUNA, NÍVEL NÃO ESPECIFICADO
T09,OUTROS TRAUMATISMOS DE COLUNA E TRONCO, NÍVEL NÃO ESPECIFICADO
T10,FRATURA DO MEMBRO SUPERIOR, NÍVEL NÃO ESPECIFICADO
T11,OUTROS TRAUMATISMOS DE MEMBRO SUPERIOR, NÍVEL NÃO ESPECIFICADO
T12,FRATURA DO MEMBRO INFERIOR, NÍVEL NÃO ESPECIFICADO
T13,OUTROS TRAUMATISMOS DE MEMBRO INFERIOR, NÍVEL NÃO ESPECIFICADO
T14,TRAUMATISMO DE REGIÃO NÃO ESPECIFICADA DO CORPO
T15,CORPO ESTRANHO NA PARTE EXTERNA DO OLHO
T16,CORPO ESTRANHO NO OUVIDO
T17,CORPO ESTRANHO NO TRATO RESPIRATÓRIO
T18,CORPO ESTRANHO NO APARELHO DIGESTIVO
T19,CORPO ESTRANHO NO TRATO GENITURINÁRIO
T20,QUEIMADURA E CORROSÃO DA CABEÇA E PESCOÇO
T21,QUEIMADURA E CORROSÃO DO TRONCO
T22,QUEIMADURA E CORROSÃO DO OMBRO E MEMBRO SUPERIOR, EXCETO PUNHO E MÃO
T23,QUEIMADURA E CORROSÃO DO PUNHO E DA MÃO
T24,QUEIMADURA E CORROSÃO DO QUADRIL E MEMBRO INFERIOR, EXCETO TORNOZELO E DO PÉ
T25,QUEIMADURA E CORROSÃO DO TORNOZELO E DO PÉ
T26,QUEIMADURA E CORROSÃO LIMITADAS AO OLHO E SEUS ANEXOS
T27,QUEIMADURA E CORROSÃO DO TRATO RESPIRATÓRIO
T28,QUEIMADURA E CORROSÃO DE OUTROS ÓRGÃOS INTERNOS
T29,QUEIMADURAS E CORROSÕES DE MÚLTIPLAS REGIÕES DO CORPO
T30,QUEIMADURA E CORROSÃO, PARTE NÃO ESPECIFICADA DO CORPO
T31,QUEIMADURAS CLASSIFICADAS SEGUNDO A EXTENSÃO DA SUPERFÍCIE CORPORAL ATINGIDA
T32,CORROSÕES CLASSIFICADAS SEGUNDO A EXTENSÃO DA SUPERFÍCIE CORPORAL ATINGIDA
T33,GELADURA SUPERFICIAL
T34,GELADURA COM NECROSE DE TECIDOS
T35,GELADURA DE MÚLTIPLAS PARTES DO CORPO E DAS NÃO ESPECIFICADAS
T36,INTOXICAÇÃO POR ANTIBIÓTICOS SISTÊMICOS
T37,INTOXICAÇÃO POR OUTRAS SUBSTÂNCIAS ANTIINFECCIOSAS OU ANTIPARASITÁRIAS SISTÊMICAS
T38,INTOXICAÇÃO POR HORMÔNIOS, SEUS SUBSTITUTOS SINTÉTICOS E SEUS ANTAGONISTAS NÃO CLASSIFICADOS EM OUTRA PARTE
T39,INTOXICAÇÃO POR ANALGÉSICOS, ANTIPIRÉTICOS E ANTI-REUMÁTICOS NÃO-OPIÁCEOS
T40,INTOXICAÇÃO POR NARCÓTICOS E PSICODISLÉPTICOS [ALUCINÓGENOS]
T41,INTOXICAÇÃO POR ANESTÉSICOS E GASES TERAPÊUTICOS
T42,INTOXICAÇÃO POR ANTIEPILÉPTICOS, SEDATIVOS-HIPNÓTICOS E ANTIPARKINSONIANOS
T43,INTOXICAÇÃO POR DROGAS PSICOTRÓPICAS NÃO CLASSIFICADAS EM OUTRA PARTE
T44,INTOXICAÇÃO POR DROGAS QUE AFETAM PRINCIPALMENTE O SISTEMA NERVOSO AUTÔNOMO
T45,INTOXICAÇÃO POR SUBSTÂNCIAS DE AÇÃO ESSENCIALMENTE SISTÊMICA E SUBSTÂNCIAS HEMATOLÓGICAS, NÃO CLASSIFICADAS EM OUTRA PARTE
T46,INTOXICAÇÃO POR SUBSTÂNCIAS QUE ATUAM PRIMARIAMENTE SOBRE O APARELHO CIRCULATÓRIO
T47,INTOXICAÇÃO POR SUBSTÂNCIAS QUE ATUAM PRIMARIAMENTE SOBRE O APARELHO GASTROINTESTINAL
T48,INTOXICAÇÃO POR SUBSTÂNCIAS QUE ATUAM PRIMARIAMENTE SOBRE OS MÚSCULOS LISOS E ESQUELÉTICOS E SOBRE O APARELHO RESPIRATÓRIO
T49,INTOXICAÇÃO POR SUBSTÂNCIAS DE USO TÓPICO QUE ATUAM PRIMARIAMENTE SOBRE A PELE E AS MUCOSAS E POR MEDICAMENTOS UTILIZADOS EM OFTALMOLOGIA, OTORRINOLARINGOLOGIA E ODONTOLOGIA
T50,INTOXICAÇÃO POR DIURÉTICOS E OUTRAS DROGAS, MEDICAMENTOS E SUBSTÂNCIAS BIOLÓGICAS E AS NÃO ESPECIFICADAS
T51,EFEITO TÓXICO DO ÁLCOOL
T52,EFEITO TÓXICO DE SOLVENTES ORGÂNICOS
T53,EFEITO TÓXICO DE DERIVADOS HALOGÊNICOS DE HIDROCARBONETOS ALIFÁTICOS E AROMÁTICOS
T54,EFEITO TÓXICO DE CORROSIVOS
T55,EFEITO TÓXICO DE SABÕES E DETERGENTES
T56,EFEITO TÓXICO DE METAIS
T57,EFEITO TÓXICO DE OUTRAS SUBSTÂNCIAS INORGÂNICAS
T58,EFEITO TÓXICO DO MONÓXIDO DE CARBONO
T59,EFEITO TÓXICO DE OUTROS GASES, FUMAÇAS E VAPORES
T60,EFEITO TÓXICO DE PESTICIDAS
T61,EFEITO TÓXICO DE SUBSTÂNCIAS NOCIVAS CONSUMIDAS COMO FRUTO DO MAR
T62,EFEITO TÓXICO DE OUTRAS SUBSTÂNCIAS NOCIVAS INGERIDAS COMO ALIMENTO
T63,EFEITO TÓXICO DE CONTATO COM ANIMAIS VENENOSOS
T64,EFEITO TÓXICO DA AFLATOXINA E DE OUTRAS MICOTOXINAS CONTAMINANTES DE ALIMENTOS
T65,EFEITO TÓXICO DE OUTRAS SUBSTÂNCIAS E AS NÃO ESPECIFICADAS
T66,EFEITOS NÃO ESPECIFICADOS DE RADIAÇÃO
T67,EFEITOS DO CALOR E DA LUZ
T68,HIPOTERMIA
T69,OUTROS EFEITOS DA TEMPERATURA REDUZIDA
T70,EFEITOS DA PRESSÃO ATMOSFÉRICA E DA PRESSÃO DA ÁGUA
T71,ASFIXIA
T73,EFEITOS DE OUTRAS PRIVAÇÕES
T74,SÍNDROMES DE MAUS TRATOS
T75,EFEITOS DE OUTRAS CAUSAS EXTERNAS
T78,EFEITOS ADVERSOS NÃO CLASSIFICADOS EM OUTRA PARTE
T79,ALGUMAS COMPLICAÇÕES PRECOCES DOS TRAUMATISMOS NÃO CLASSIFICADAS EM OUTRA PARTE
T80,COMPLICAÇÕES CONSEQÜENTES À INFUSÃO, TRANSFUSÃO OU INJEÇÃO TERAPÊUTICA
T81,COMPLICAÇÕES DE PROCEDIMENTOS NÃO CLASSIFICADAS EM OUTRA PARTE
T82,COMPLICAÇÕES DE DISPOSITIVOS PROTÉTICOS, IMPLANTES E ENXERTOS CARDÍACOS E VASCULARES
T83,COMPLICAÇÕES DE DISPOSITIVOS PROTÉTICOS, IMPLANTES E ENXERTOS GENITURINÁRIOS INTERNOS
T84,COMPLICAÇÕES DE DISPOSITIVOS PROTÉTICOS, IMPLANTES E ENXERTOS ORTOPÉDICOS INTERNOS
T85,COMPLICAÇÕES DE OUTROS DISPOSITIVOS PROTÉTICOS, IMPLANTES E ENXERTOS INTERNOS
T86,FALHA E REJEIÇÃO DE ÓRGÃOS E TECIDOS TRANSPLANTADOS
T87,COMPLICAÇÕES PRÓPRIAS DE REIMPLANTE E AMPUTAÇÃO
T88,OUTRAS COMPLICAÇÕES DE CUIDADOS MÉDICOS E CIRÚRGICOS NÃO CLASSIFICADAS EM OUTRA PARTE
T90,SEQÜELAS DE TRAUMATISMO DA CABEÇA
T91,SEQÜELAS DE TRAUMATISMOS DO PESCOÇO E DO TRONCO
T92,SEQÜELAS DE TRAUMATISMOS DO MEMBRO SUPERIOR
T93,SEQÜELAS DE TRAUMATISMOS DO MEMBRO INFERIOR
T94,SEQÜELAS DE TRAUMATISMOS ENVOLVENDO MÚLTIPLAS REGIÕES DO CORPO E AS NÃO ESPECIFICADAS
T95,SEQÜELAS DE QUEIMADURAS, CORROSÕES E GELADURAS
T96,SEQÜELAS DE INTOXICAÇÃO POR DROGAS, MEDICAMENTOS E SUBSTÂNCIAS BIOLÓGICAS
T97,SEQÜELAS DE EFEITOS TÓXICOS DE SUBSTÂNCIAS DE ORIGEM PREDOMINANTEMENTE NÃO-MEDICINAL
T98,SEQÜELAS DE OUTROS EFEITOS DE CAUSAS EXTERNAS E DOS NÃO ESPECIFICADOS
V01,PEDESTRE TRAUMATIZADO EM COLISÃO COM UM VEÍCULO A PEDAL
V02,PEDESTRE TRAUMATIZADO EM COLISÃO COM UM VEÍCULO A MOTOR DE DUAS OU TRÊS RODAS
V03,"PEDESTRE TRAUMATIZADO EM COLISÃO COM UM AUTOMÓVEL [CARRO], ""PICK UP"" OU CAMINHONETE"
V04,PEDESTRE TRAUMATIZADO EM COLISÃO COM UM VEÍCULO DE TRANSPORTE PESADO OU COM UM ÔNIBUS
V05,PEDESTRE TRAUMATIZADO EM COLISÃO COM TREM [COMBOIO] OU UM VEÍCULO FERROVIÁRIO
V06,PEDESTRE TRAUMATIZADO EM COLISÃO COM OUTRO VEÍCULO NÃO-MOTORIZADO
V09,PEDESTRE TRAUMATIZADO EM OUTROS ACIDENTES DE TRANSPORTE E EM ACIDENTES DE TRANSPORTE NÃO ESPECIFICADOS
V10,CICLISTA TRAUMATIZADO EM COLISÃO COM UM PEDESTRE OU UM ANIMAL
V11,CICLISTA TRAUMATIZADO EM COLISÃO COM OUTRO VEÍCULO A PEDAL
V12,CICLISTA TRAUMATIZADO EM COLISÃO COM UM VEÍCULO A MOTOR DE DUAS OU TRÊS RODAS
V13,"CICLISTA TRAUMATIZADO EM COLISÃO COM UM AUTOMÓVEL, ""PICK UP"" OU CAMINHONETE"
V14,CICLISTA TRAUMATIZADO EM COLISÃO COM UM VEÍCULO DE TRANSPORTE PESADO OU UM ÔNIBUS
V15,CICLISTA TRAUMATIZADO EM COLISÃO COM UM TREM OU UM VEÍCULO FERROVIÁRIO
V16,CICLISTA TRAUMATIZADO EM COLISÃO COM OUTRO VEÍCULO NÃO-MOTORIZADO
V17,CICLISTA TRAUMATIZADO EM COLISÃO COM UM OBJETO FIXO OU PARADO
V18,CICLISTA TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE SEM COLISÃO
V19,CICLISTA TRAUMATIZADO EM OUTROS ACIDENTES DE TRANSPORTE E EM ACIDENTES DE TRANSPORTE NÃO ESPECIFICADOS
V20,MOTOCICLISTA TRAUMATIZADO EM COLISÃO COM UM PEDESTRE OU UM ANIMAL
V21,MOTOCICLISTA TRAUMATIZADO EM COLISÃO COM UM VEÍCULO A PEDAL
V22,MOTOCICLISTA TRAUMATIZADO EM COLISÃO COM UM VEÍCULO A MOTOR DE DUAS OU TRÊS RODAS
V23,"MOTOCICLISTA TRAUMATIZADO EM COLISÃO COM UM AUTOMÓVEL [CARRO], ""PICK UP"" OU CAMINHONETE"
V24,MOTOCICLISTA TRAUMATIZADO EM COLISÃO COM UM VEÍCULO DE TRANSPORTE PESADO OU UM ÔNIBUS
V25,MOTOCICLISTA TRAUMATIZADO EM COLISÃO COM UM TREM OU UM VEÍCULO FERROVIÁRIO
V26,MOTOCICLISTA TRAUMATIZADO EM COLISÃO COM OUTRO VEÍCULO NÃO-MOTORIZADO
V27,MOTOCICLISTA TRAUMATIZADO EM COLISÃO COM UM OBJETO FIXO OU PARADO
V28,MOTOCICLISTA TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE SEM COLISÃO
V29,MOTOCICLISTA TRAUMATIZADO EM OUTROS ACIDENTES DE TRANSPORTE E EM ACIDENTES DE TRANSPORTE NÃO ESPECIFICADOS
V30,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISÃO COM UM PEDESTRE OU UM ANIMAL
V31,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISÃO COM UM VEÍCULO A PEDAL
V32,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISÃO COM OUTRO VEÍCULO A MOTOR DE DUAS OU TRÊS RODAS
V33,"OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISÃO COM UM AUTOMÓVEL, ""PICK UP"" OU CAMINHONETE"
V34,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISÃO COM UM VEÍCULO DE TRANSPORTE PESADO OU UM ÔNIBUS
V35,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISÃO COM UM TREM [COMBOIO] OU UM VEÍCULO FERROVIÁRIO
V36,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISÃO COM OUTRO VEÍCULO NÃO-MOTORIZADO
V37,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISÃO COM UM OBJETO FIXO OU PARADO
V38,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE SEM COLISÃO
V39,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM OUTROS ACIDENTES DE TRANSPORTE E EM ACIDENTES DE TRANSPORTE NÃO ESPECIFICADOS
V40,OCUPANTE DE UM AUTOMÓVEL [CARRO] TRAUMATIZADO EM COLISÃO COM UM PEDESTRE OU UM ANIMAL
V41,OCUPANTE DE UM AUTOMÓVEL [CARRO] TRAUMATIZADO EM COLISÃO COM UM VEÍCULO A PEDAL
V42,OCUPANTE DE UM AUTOMÓVEL [CARRO] TRAUMATIZADO EM COLISÃO COM OUTRO VEÍCULO A MOTOR DE DUAS OU TRÊS RODAS
V43,"OCUPANTE DE UM AUTOMÓVEL [CARRO] TRAUMATIZADO EM COLISÃO COM UM AUTOMÓVEL [CARRO], ""PICK UP"" OU CAMINHONETE"
V44,OCUPANTE DE UM AUTOMÓVEL [CARRO] TRAUMATIZADO EM COLISÃO COM UM VEÍCULO DE TRANSPORTE PESADO OU UM ÔNIBUS
V45,OCUPANTE DE UM AUTOMÓVEL [CARRO] TRAUMATIZADO EM COLISÃO COM UM TREM [COMBOIO] OU UM VEÍCULO FERROVIÁRIO
V46,OCUPANTE DE UM AUTOMÓVEL [CARRO] TRAUMATIZADO EM COLISÃO COM OUTRO VEÍCULO NÃO-MOTORIZADO
V47,OCUPANTE DE UM AUTOMÓVEL [CARRO] TRAUMATIZADO EM COLISÃO COM UM OBJETO FIXO OU PARADO
V48,OCUPANTE DE UM AUTOMÓVEL [CARRO] TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE SEM COLISÃO
V49,OCUPANTE DE UM AUTOMÓVEL [CARRO] TRAUMATIZADO EM OUTRO ACIDENTES DE TRANSPORTE E EM ACIDENTES DE TRANSPORTE NÃO ESPECIFICADOS
V50,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISÃO COM UM PEDESTRE OU UM ANIMAL
V51,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISÃO COM UM VEÍCULO A PEDAL
V52,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISÃO COM VEÍCULO A MOTOR DE DUAS OU TRÊS RODAS
V53,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISÃO COM UM AUTOMÓVEL [CARRO] OU UMA CAMINHONETE
V54,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISÃO COM UM VEÍCULO DE TRANSPORTE PESADO OU UM ÔNIBUS
V55,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISÃO COM UM TREM [COMBOIO] OU VEÍCULO FERROVIÁRIO
V56,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISÃO COM OUTRO VEÍCULO NÃO-MOTORIZADO
V57,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISÃO COM UM OBJETO FIXO OU PARADO
V58,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE SEM COLISÃO
V59,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM OUTROS ACIDENTES DE TRANSPORTE E EM ACIDENTES DE TRANSPORTE NÃO ESPECIFICADOS
V60,OCUPANTE DE UM VEÍCULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISÃO COM UM PEDESTRE OU UM ANIMAL
V61,OCUPANTE DE UM VEÍCULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISÃO COM UM VEÍCULO A PEDAL
V62,OCUPANTE DE UM VEÍCULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISÃO COM UM VEÍCULO A MOTOR DE DUAS OU TRÊS RODAS
V63,OCUPANTE DE UM VEÍCULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISÃO COM UM AUTOMÓVEL [CARRO] OU UMA CAMINHONETE
V64,OCUPANTE DE UM VEÍCULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISÃO COM UM OUTRO VEÍCULO DE TRANSPORTE PESADO OU UM ÔNIBUS
V65,OCUPANTE DE UM VEÍCULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISÃO COM UM TREM [COMBOIO] OU UM VEÍCULO FERROVIÁRIO
V66,OCUPANTE DE UM VEÍCULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISÃO COM UM OUTRO VEÍCULO NÃO-MOTORIZADO
V67,OCUPANTE DE UM VEÍCULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISÃO COM UM OBJETO FIXO OU PARADO
V68,OCUPANTE DE UM VEÍCULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE SEM COLISÃO
V69,OCUPANTE DE UM VEÍCULO DE TRANSPORTE PESADO TRAUMATIZADO EM OUTROS ACIDENTES DE TRANSPORTE NÃO ESPECIFICADOS
V70,OCUPANTE DE UM ÔNIBUS TRAUMATIZADO EM COLISÃO COM UM PEDESTRE OU UM ANIMAL
V71,OCUPANTE DE UM ÔNIBUS TRAUMATIZADO EM COLISÃO COM UM VEÍCULO A PEDAL
V72,OCUPANTE DE UM ÔNIBUS TRAUMATIZADO EM COLISÃO COM UM OUTRO VEÍCULO A MOTOR DE DUAS OU TRÊS RODAS
V73,OCUPANTE DE UM ÔNIBUS TRAUMATIZADO EM COLISÃO COM UM AUTOMÓVEL [CARRO] OU UMA CAMINHONETE
V74,OCUPANTE DE UM ÔNIBUS TRAUMATIZADO EM COLISÃO COM UM VEÍCULO DE TRANSPORTE PESADO OU UM ÔNIBUS
V75,OCUPANTE DE UM ÔNIBUS TRAUMATIZADO EM COLISÃO COM UM TREM [COMBOIO] OU UM VEÍCULO FERROVIÁRIO
V76,OCUPANTE DE UM ÔNIBUS TRAUMATIZADO EM COLISÃO COM OUTRO VEÍCULO NÃO-MOTORIZADO
V77,OCUPANTE DE UM ÔNIBUS TRAUMATIZADO EM COLISÃO COM UM OBJETO FIXO OU PARADO
V78,OCUPANTE DE UM ÔNIBUS TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE SEM COLISÃO
V79,OCUPANTE DE UM ÔNIBUS TRAUMATIZADO EM OUTROS ACIDENTES DE TRANSPORTE E EM ACIDENTES DE TRANSPORTE NÃO ESPECIFICADOS
V80,PESSOA MONTADA EM ANIMAL OU OCUPANTE DE UM VEÍCULO A TRAÇÃO ANIMAL TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE
V81,OCUPANTE DE UM TREM [COMBOIO] OU UM VEÍCULO FERROVIÁRIO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE
V82,OCUPANTE DE UM BONDE [CARRO ELÉTRICO] TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE
V83,OCUPANTE DE UM VEÍCULO ESPECIAL A MOTOR USADO PRINCIPALMENTE EM ÁREAS INDUSTRIAIS TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE
V84,OCUPANTE DE UM VEÍCULO ESPECIAL A MOTOR DE USO ESSENCIALMENTE AGRÍCOLA TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE
V85,OCUPANTE DE UM VEÍCULO A MOTOR ESPECIAL DE CONSTRUÇÕES TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE
V86,OCUPANTE DE UM VEÍCULO ESPECIAL PARA QUALQUER TERRENO OU DE OUTRO VEÍCULO A MOTOR PROJETADO ESSENCIALMENTE PARA USO NÃO EM VIA PÚBLICA, TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE
V87,ACIDENTE DE TRÂNSITO DE TIPO ESPECIFICADO, MAS SENDO DESCONHECIDO O MODO DE TRANSPORTE DA VÍTIMA
V88,ACIDENTE NÃO-DE-TRÂNSITO DE TIPO ESPECIFICADO, MAS SENDO DESCONHECIDO O MODO DE TRANSPORTE DA VÍTIMA
V89,ACIDENTE COM UM VEÍCULO A MOTOR OU NÃO-MOTORIZADO, TIPO(S) DE VEÍCULO(S) NÃO ESPECIFICADO(S)
V90,ACIDENTE COM EMBARCAÇÃO CAUSANDO AFOGAMENTO E SUBMERSÃO
V91,ACIDENTE COM EMBARCAÇÃO CAUSANDO OUTRO TIPO DE TRAUMATISMO
V92,AFOGAMENTO E SUBMERSÃO RELACIONADOS COM TRANSPORTE POR ÁGUA SEM ACIDENTE COM A EMBARCAÇÃO
V93,ACIDENTE A BORDO DE UMA EMBARCAÇÃO, SEM ACIDENTE DA EMBARCAÇÃO E NÃO CAUSANDO AFOGAMENTO OU SUBMERSÃO
V94,OUTROS ACIDENTES DE TRANSPORTE POR ÁGUA E OS NÃO ESPECIFICADOS
V95,ACIDENTE DE AERONAVE A MOTOR CAUSANDO TRAUMATISMO AO OCUPANTE
V96,ACIDENTE DE UMA AERONAVE SEM MOTOR CAUSANDO TRAUMATISMO A OCUPANTE
V97,OUTROS ACIDENTES ESPECIFICADOS DE TRANSPORTE AÉREO
V98,OUTROS ACIDENTES DE TRANSPORTE ESPECIFICADOS
V99,ACIDENTE DE TRANSPORTE NÃO ESPECIFICADO
W00,QUEDA NO MESMO NÍVEL ENVOLVENDO GELO E NEVE
W01,QUEDA NO MESMO NÍVEL POR ESCORREGÃO, TROPEÇÃO OU PASSOS EM FALSOS [TRASPÉS]
W02,QUEDA ENVOLVENDO PATINS DE RODAS OU PARA GELO, ESQUI OU PRANCHAS DE RODAS
W03,OUTRAS QUEDAS NO MESMO NÍVEL POR COLISÃO COM OU EMPURRÃO POR OUTRA PESSOA
W04,QUEDA, ENQUANTO ESTAVA SENDO CARREGADO OU APOIADO POR OUTRA(S) PESSOA(S)
W05,QUEDA ENVOLVENDO UMA CADEIRA DE RODAS
W06,QUEDA DE UM LEITO
W07,QUEDA DE UMA CADEIRA
W08,QUEDA DE OUTRO TIPO DE MOBÍLIA
W09,"QUEDA ENVOLVENDO EQUIPAMENTO DE ""PLAYGROUND"""
W10,QUEDA EM OU DE ESCADAS OU DEGRAUS
W11,QUEDA EM OU DE ESCADAS DE MÃO
W12,QUEDA EM OU DE UM ANDAIME
W13,QUEDA DE OU PARA FORA DE EDIFÍCIOS OU OUTRAS ESTRUTURAS
W14,QUEDA DE ÁRVORE
W15,QUEDA DE PENHASCO
W16,MERGULHO OU PULO NA ÁGUA CAUSANDO OUTRO TRAUMATISMO QUE NÃO AFOGAMENTO OU SUBMERSÃO
W17,OUTRAS QUEDAS DE UM NÍVEL A OUTRO
W18,OUTRAS QUEDAS NO MESMO NÍVEL
W19,QUEDA SEM ESPECIFICAÇÃO
W20,IMPACTO CAUSADO POR OBJETO LANÇADO, PROJETADO OU EM QUEDA
W21,IMPACTO ACIDENTAL ATIVO OU PASSIVO CAUSADO POR EQUIPAMENTO ESPORTIVO
W22,IMPACTO ACIDENTAL ATIVO OU PASSIVO CAUSADO POR OUTROS OBJETOS
W23,APERTADO, COLHIDO, COMPRIMIDO OU ESMAGADO DENTRO DE OU ENTRE OBJETOS
W24,CONTATO COM ELEVADORES E INSTRUMENTOS DE TRANSMISSÃO, NÃO CLASSIFICADOS EM OUTRA PARTE
W25,CONTATO COM VIDRO CORTANTE
W26,CONTATO COM FACA, ESPADA E PUNHAL
W27,CONTATO COM FERRAMENTAS MANUAIS SEM MOTOR
W28,CONTATO COM SEGADEIRA MOTORIZADA PARA CORTAR OU APARAR A GRAMA
W29,CONTATO COM OUTROS UTENSÍLIOS MANUAIS E APARELHOS DOMÉSTICOS EQUIPADOS COM MOTOR
W30,CONTATO COM MAQUINARIA AGRÍCOLA
W31,CONTATO COM OUTRAS MÁQUINAS E COM AS NÃO ESPECIFICADAS
W32,PROJÉTIL DE REVÓLVER
W33,RIFLE, ESPINGARDA E ARMAS DE FOGO DE MAIOR TAMANHO
W34,PROJÉTEIS DE OUTRAS ARMAS DE FOGO E DAS NÃO ESPECIFICADAS
W35,EXPLOSÃO OU RUPTURA DE CALDEIRA
W36,EXPLOSÃO OU RUPTURA DE CILINDRO DE GÁS
W37,EXPLOSÃO OU RUPTURA DE PNEUMÁTICO, TUBULAÇÃO OU MANGUEIRA, PRESSURIZADOS
W38,EXPLOSÃO OU RUPTURA DE OUTROS APARELHOS PRESSURIZADOS ESPECIFICADOS
W39,QUEIMA DE FOGOS DE ARTIFÍCIO
W40,EXPLOSÃO DE OUTROS MATERIAIS
W41,EXPOSIÇÃO A UM JATO DE ALTA PRESSÃO
W42,EXPOSIÇÃO AO RUÍDO
W43,EXPOSIÇÃO À VIBRAÇÃO
W44,PENETRAÇÃO DE CORPO ESTRANHO NO OU ATRAVÉS DE OLHO OU ORIFÍCIO NATURAL
W45,PENETRAÇÃO DE CORPO OU OBJETO ESTRANHO ATRAVÉS DA PELE
W46,CONTATO COM AGULHA HIPODÉRMICA
W49,EXPOSIÇÃO A OUTRAS FORÇAS MECÂNICAS INANIMADAS E ÀS NÃO ESPECIFICADAS
W50,GOLPE, PANCADA, PONTAPÉ, MORDEDURA OU ESCORIAÇÃO INFLIGIDOS POR OUTRA PESSOA
W51,COLISÃO ENTRE DUAS PESSOAS
W52,ESMAGADO, EMPURRADO OU PISOTEADO POR MULTIDÃO OU DEBANDADA EM MASSA DE PESSOAS
W53,MORDEDURA DE RATO
W54,MORDEDURA OU GOLPE PROVOCADO POR CÃO
W55,MORDEDURA OU GOLPE PROVOCADO POR OUTROS ANIMAIS MAMÍFEROS
W56,CONTATO COM ANIMAIS MARINHOS
W57,MORDEDURAS E PICADAS DE INSETO E DE OUTROS ARTRÓPODES, NÃO-VENENOSOS
W58,MORDEDURA OU GOLPE PROVOCADO POR CROCODILO OU ALIGÁTOR
W59,MORDEDURA OU ESMAGAMENTO PROVOCADO POR OUTROS RÉPTEIS
W60,CONTATO COM ESPINHOS DE PLANTAS OU COM FOLHAS AGUÇADAS
W64,EXPOSIÇÃO A OUTRAS FORÇAS MECÂNICAS ANIMADAS E ÀS NÃO ESPECIFICADAS
W65,AFOGAMENTO E SUBMERSÃO DURANTE BANHO EM BANHEIRA
W66,AFOGAMENTO E SUBMERSÃO CONSECUTIVA A QUEDA DENTRO DE UMA BANHEIRA
W67,AFOGAMENTO E SUBMERSÃO EM PISCINA
W68,AFOGAMENTO E SUBMERSÃO CONSEQÜENTE A QUEDA DENTRO DE UMA PISCINA
W69,AFOGAMENTO E SUBMERSÃO EM ÁGUAS NATURAIS
W70,AFOGAMENTO E SUBMERSÃO CONSEQÜENTES A QUEDA DENTRO DE ÁGUAS NATURAIS
